query,top_intent
Which bus takes me to downtown Denver?,GET_DIRECTIONS
What are the quickest detours to the Carrier Dome from I-86?,GET_DIRECTIONS
Is there a way to get to the Green Turtle Music Fest without having to go downtown tomorrow night?,GET_DIRECTIONS
How do I get to Roxbury Park between 4th and Nebraska Ave from current location?,GET_DIRECTIONS
"I need the quickest route, avoiding construction to make it to my moms house.",GET_DIRECTIONS
Because of the ice which route will avoid bridges and overpasses home tonight?,GET_DIRECTIONS
show me the shortest route,GET_DIRECTIONS
Is there a fast way to get to the airport for a 9 pm flight today?,GET_DIRECTIONS
What's the best way to get to the gym during rush hour?,GET_DIRECTIONS
"If I leave by 1 PM from my work, how would I get to the Washington Monument?",GET_DIRECTIONS
Give me directions to The Gatlinburg Space Needle from The Island in Pigeon forge.,GET_DIRECTIONS
how do I get to my meeting this afternoon if I avoided the construction,GET_DIRECTIONS
What is the best way to get to the Comedy Show at 5 pm?,GET_DIRECTIONS
What is the best route to the store,GET_DIRECTIONS
"Highway directions to get to my meeting with Nadya before 4pm, please.",GET_DIRECTIONS
What will be the quickest route to my daughters soccer game with current traffic conditions?,GET_DIRECTIONS
Get me Directions to Wiregrass Commons Mall from Flowers Hospital on Highway 84.,GET_DIRECTIONS
What route should I get to go to Real Madri game tonight?,GET_DIRECTIONS
"Give me a route to Georgia, avoiding the tolls",GET_DIRECTIONS
How do I get to Southcenter Mall on the I5?,GET_DIRECTIONS
What path to take to get to the workshop,GET_DIRECTIONS
Take me to work without using the freeway or going through construction,GET_DIRECTIONS
How can I get to Boston without taking the I-95 to see the Bruins?,GET_DIRECTIONS
I could really use the fastest route to the hospital from my home in Canton since my wife is in labor,GET_DIRECTIONS
fastest route to hospital,GET_DIRECTIONS
avoiding the flooding on park ave how do i get to walmart from my work,GET_DIRECTIONS
Can I get to the Target in Helotes via La Cantera Parkway?,GET_DIRECTIONS
What is the shortest way to get to Makalapa Clinic in 15 minutes from my house in AMR,GET_DIRECTIONS
can you tell me how to get to Universal city walk without using I4 from my house,GET_DIRECTIONS
what is the best way to get from downtown pensacola to the hangout festival in mobile if I am leaving in one hour,GET_DIRECTIONS
navigate to home,GET_DIRECTIONS
what is the fastest way to the boat show at the hampton marina with traffic right now,GET_DIRECTIONS
Give me driving directions to Busch Gardens in Tampa FL.,GET_DIRECTIONS
show routes which are the quickest,GET_DIRECTIONS
Are there back roads I could take to get to hunter ski mountain by 9am?,GET_DIRECTIONS
I want to get to Knott's Berry Farm without passing through Norwalk Public Library,GET_DIRECTIONS
get directions,GET_DIRECTIONS
How can I bypass all the crowds at the Mardi Gras parade on Canal street and get to the nearest hospital?,GET_DIRECTIONS
How do I get around the slow traffic in Los Angeles?,GET_DIRECTIONS
what is the best route to go to the Midflorida arena,GET_DIRECTIONS
Driving direction to Disney on Ice in Philadelphia from home.,GET_DIRECTIONS
What is the best route to Miami,GET_DIRECTIONS
Route through toll roads,GET_DIRECTIONS
What is the fastest route from my home to Haram area to attend my niece birthday party at 7 pm?,GET_DIRECTIONS
Which route has the least amount of traffic,GET_DIRECTIONS
What is the fastest way to get to Montreal for the hockey game tomorrow night?,GET_DIRECTIONS
Get me driving directions to the festival but avoid the highway,GET_DIRECTIONS
fastest way to the store,GET_DIRECTIONS
Which route is easier to get to work today,GET_DIRECTIONS
Is there a scenic route from Lance's house to San Diego?,GET_DIRECTIONS
Plot a course for Corona del Mar,GET_DIRECTIONS
directions from mcallen to  taylor,GET_DIRECTIONS
Quickest route home,GET_DIRECTIONS
Can I get to broad street in Philadelphia right now without any traffic?,GET_DIRECTIONS
"Get me driving directions to the clubhouse without using the expressway, traveling from John's apartment in Greenville.",GET_DIRECTIONS
Tell me how to get to the Home Depot in Somerton via Bustleton Avenue,GET_DIRECTIONS
Route to the mall,GET_DIRECTIONS
give me fastest route to my work,GET_DIRECTIONS
how to get to the lincoln center in new york,GET_DIRECTIONS
What is the fastest route by car to Lewis house?,GET_DIRECTIONS
How can I get around this accident to get to work faster right now?,GET_DIRECTIONS
Can you find me a way to get from here to Orlando that takes me to some other interesting stops?,GET_DIRECTIONS
What's the quickest way home,GET_DIRECTIONS
What is my fastest route to work,GET_DIRECTIONS
directions to the airport on saturday morning without driving on any freeways,GET_DIRECTIONS
how can i avoid the accident on the way to zacks house,GET_DIRECTIONS
take me the fastest way to my aunts house with a grocery store on the way,GET_DIRECTIONS
Whats the driving directions to the gas station near downtown,GET_DIRECTIONS
What's the quickest route to Las Vegas,GET_DIRECTIONS
what is the quickest route to downtown today,GET_DIRECTIONS
how do get to the party in 1 hour if I leave now,GET_DIRECTIONS
directions from mcallen to arlington,GET_DIRECTIONS
Find directions to a Whole Foods that is near a movie theatre,GET_DIRECTIONS
Tell me what is the fastest route to get to Route 80 from Josie's house.,GET_DIRECTIONS
do you know the way to San Jose,GET_DIRECTIONS
What is the best route for me to take home in this traffic,GET_DIRECTIONS
please give me driving directions home,GET_DIRECTIONS
what fastest route to reach nasr city from tahrer street at 11AM?,GET_DIRECTIONS
How do I get to Mom's house from here,GET_DIRECTIONS
Give me driving directions to Pearlridge mall with ETA of 15 minutes,GET_DIRECTIONS
What route has the least traffic currently,GET_DIRECTIONS
Directions to the Alabama National Fair next to Alabama State University from the park.,GET_DIRECTIONS
What's the fastest way to work,GET_DIRECTIONS
How do get to the largest Episcopal church in Clayton MO from here,GET_DIRECTIONS
Can I get home from the REM show via Rt. 78?,GET_DIRECTIONS
what is the best route to take from work to my home today,GET_DIRECTIONS
What is the fastest route downtown from Waikiki?,GET_DIRECTIONS
How do I get to Cody's house from the consignment shop on Main Street?,GET_DIRECTIONS
Directions to Kalahari Water Park in the Poconos from home.,GET_DIRECTIONS
I need the route from my house to the Ulta in the galleria mall.,GET_DIRECTIONS
How can I avoid 301,GET_DIRECTIONS
How can I avoid traffic to my office,GET_DIRECTIONS
Can I drive to the ski resort without any traffic congestion if I leave at 7am,GET_DIRECTIONS
Show me the best route from Houston to San Francisco,GET_DIRECTIONS
what's the best route from her to Houston Texas,GET_DIRECTIONS
How do I get to the Civic center from exit 12 on I-95,GET_DIRECTIONS
Whats the quickest route to Uniontown,GET_DIRECTIONS
"There's a downed power line on South Willow, are there any side streets that will lead me to the Verizon Center by 7pm?",GET_DIRECTIONS
Get me driving directions to Nam's salon in Abington,GET_DIRECTIONS
which route has the least traffic,GET_DIRECTIONS
what is the fastest route to get to the concert at the fairgrounds if i leave at 5?,GET_DIRECTIONS
whats the fastest route,GET_DIRECTIONS
avoid the traffic plz,GET_DIRECTIONS
what's the fastest route to Oceanside Harbor right now,GET_DIRECTIONS
Is there a way to avoid the traffic in New Albany today,GET_DIRECTIONS
Quickest drive time to Will Rogers Airport,GET_DIRECTIONS
how do i get to the coldplay concert in seattle,GET_DIRECTIONS
I need to avoid traffic,GET_DIRECTIONS
Quickest way to the Tropicana,GET_DIRECTIONS
what is the direction to el Salam traffic station from Roxy station?,GET_DIRECTIONS
Where is my next destination,GET_DIRECTIONS
Can you give me directions to the east end without hitting the expressway traffic,GET_DIRECTIONS
Give me directions from my mom's house to school,GET_DIRECTIONS
how to get home from here,GET_DIRECTIONS
I am at Progressive Field and need to know the best way to get to Stow without going through road work,GET_DIRECTIONS
What's the shortest route to school,GET_DIRECTIONS
How do I get to the transit center from home,GET_DIRECTIONS
Please give me the quickest way to get from my house to downtown Phoenix at 4pm while avoiding construction.,GET_DIRECTIONS
How do I get to the blood clinic in Plainfield from my house?,GET_DIRECTIONS
what's the best way to get to Oceanside Harbor right now,GET_DIRECTIONS
I need directions from the Vegas airport to the Grand Canyon.,GET_DIRECTIONS
give me directions to the closest flower shop to taylors office,GET_DIRECTIONS
how do I get to Santa Monica from here,GET_DIRECTIONS
How do I go to Shakespeare Globe from Notting Hill?,GET_DIRECTIONS
Using only four lane highways tell me how to drive to Canton Ohio from Independence Kansas.,GET_DIRECTIONS
Best route to beat the traffic,GET_DIRECTIONS
go home,GET_DIRECTIONS
I need directions to Crofton from home,GET_DIRECTIONS
whats the best way to avoid the accident,GET_DIRECTIONS
Which way should I go to get to City Hall before it closes?,GET_DIRECTIONS
What's the shortest distance route to work?,GET_DIRECTIONS
Can you give me directions to the nearest TJ Maxx from my work if I want to avoid the freeway,GET_DIRECTIONS
Get me directions to the Walnut room from my parent's house leaving at 6pm.,GET_DIRECTIONS
Please tell me how to get to the Target closest to the mall in Omaha.,GET_DIRECTIONS
Create the optimal route to avoid the traffic,GET_DIRECTIONS
Get me directions to the Atlanta airport with out construction.,GET_DIRECTIONS
Is there train service between Portland and San Francisco,GET_DIRECTIONS
Can you tell me the directions to get to the Eiffel Tower?,GET_DIRECTIONS
What is the quickest route to get to William Beaumont Hospital in Troy from my house in an emergency,GET_DIRECTIONS
"Directions to the Beaumont library, please.",GET_DIRECTIONS
What's the fastest way home from here,GET_DIRECTIONS
Give me a route around traffic,GET_DIRECTIONS
fastest way to get to safeway at 8?,GET_DIRECTIONS
Get me a scenic route along I75 North towards Mobile Alabama,GET_DIRECTIONS
How do I get to Tanyas house from here,GET_DIRECTIONS
"get directions to Naples, without construction, to Vero Beach",GET_DIRECTIONS
Can you give me directions to the high school near Elm Park in Frisco?,GET_DIRECTIONS
Find a route to Burnet that is not flooded.,GET_DIRECTIONS
How can I get to 131 on ramp from Fuller,GET_DIRECTIONS
Can I avoid traffic,GET_DIRECTIONS
I need to get to Cerritos public library without passing through Cerritos High School.,GET_DIRECTIONS
Direct me to Bob's house,GET_DIRECTIONS
"I'd like to get directions to the New Orleans Jazz  & Heritage Festival in New Orleans, Louisiana.",GET_DIRECTIONS
What way should I drive home to avoid traffic,GET_DIRECTIONS
I want to get to the dentist without traffic,GET_DIRECTIONS
Can I get to Target from the Interstate?,GET_DIRECTIONS
Avoid traffic,GET_DIRECTIONS
Do you have a route I can take to get to work by 9 am today?,GET_DIRECTIONS
give me directions to be able to get to my house from the airport in jackson,GET_DIRECTIONS
take me to walmart only using the back streets.,GET_DIRECTIONS
How do I get to the walmart,GET_DIRECTIONS
show me routes avoiding traffic,GET_DIRECTIONS
what is best route to take Friday from downtown to my 5pm meeting on westside?,GET_DIRECTIONS
Give me a route to LA with least amount of traffic,GET_DIRECTIONS
"Can I get driving directions to Time's Square in New York, without taking any major interstates?",GET_DIRECTIONS
whats the fastest route to disney from me,GET_DIRECTIONS
What is my fastest way home,GET_DIRECTIONS
Give me directions to ACME,GET_DIRECTIONS
Tell me how to get from my house to the University at Buffalo.,GET_DIRECTIONS
"What is the best route to get to First Friday to avoid traffic, if I leave at 6:00pm",GET_DIRECTIONS
How do I get home from here,GET_DIRECTIONS
what freeway should I take to get to my parents house to arrive before midnight tonight?,GET_DIRECTIONS
"I want to leave by 4pm to San Dimas, provide me with the fastest route during that time.",GET_DIRECTIONS
Can you tell me directions from 9th st Cleveland to the Q arena by my house,GET_DIRECTIONS
Quickest route to Alpharetta from my location,GET_DIRECTIONS
Tell me the directions to the park.,GET_DIRECTIONS
Get me driving directions to downtown Cincinnati without construction leaving at 1 pm.,GET_DIRECTIONS
can you show me backroads from here to downtown dallas,GET_DIRECTIONS
Will I need to detour around the parade to get to Tara's house on Tuesday by 2 pm?,GET_DIRECTIONS
What is the quickest route from San Diego to Las Vegas,GET_DIRECTIONS
Which route home has the least traffic,GET_DIRECTIONS
Show my the fastest way,GET_DIRECTIONS
What is the fastest route with no tolls,GET_DIRECTIONS
Directions to the children's hospital in downtown Jacksonville from Saint Augustine Shores.,GET_DIRECTIONS
get me driving directions to the macy's in biltmore square from my house,GET_DIRECTIONS
Which freeway should I take to get to San Diego from here?,GET_DIRECTIONS
What toll road connects Orlando to Apopka,GET_DIRECTIONS
What is the best route to Book Fair in Nasr city at 7 PM?,GET_DIRECTIONS
Directions home from Storybook Land in NJ.,GET_DIRECTIONS
Get directions from Memphis to Nashville using the best route during rush hour mid-week.,GET_DIRECTIONS
Is there a route I can take to Kaneohe that does not use the highway?,GET_DIRECTIONS
What's the best way to get to Eat the Street during Friday rush hour,GET_DIRECTIONS
Is there a way to get around traffic,GET_DIRECTIONS
"I need to be in NYU by 7pm, what's the best route to take?",GET_DIRECTIONS
what is the shortest way from phoenix  to grand canoyn,GET_DIRECTIONS
check for the fastest route to Orlando,GET_DIRECTIONS
"if i want to be home in an hour, which freeway should i take with the least amount of traffic",GET_DIRECTIONS
What is the fastest way to get home from downtown at 10 pm tonight?,GET_DIRECTIONS
Show me the closest route,GET_DIRECTIONS
show me the less traffic route to go to california,GET_DIRECTIONS
what is the best route to Kahului,GET_DIRECTIONS
What is the best way to go to Norfolk from Washington,GET_DIRECTIONS
What is the best route to take to Oaks Park from the Clinton Division area in Portland?,GET_DIRECTIONS
"Directions from CC to Aquatots, avoiding Grand River.",GET_DIRECTIONS
"Pesina Avenue is flooded, is there a detour that I can take to get to 3rd Street before 11:30 AM?",GET_DIRECTIONS
How can I get home without taking the freeway from here?,GET_DIRECTIONS
get me driving directions from comerica theater to celebrity theater in phoenix,GET_DIRECTIONS
To Mojo cooking Fest that'll be held Saturday February 28th on Darla Street,GET_DIRECTIONS
calculate a route to San Fransisco that avoids road work,GET_DIRECTIONS
"What is the shortest route to get to Tulsa, Oklahoma?",GET_DIRECTIONS
Where is the least traffic getting home,GET_DIRECTIONS
Directions to Target in Vernon Hills from Katie's house.,GET_DIRECTIONS
directions from mcallen to pensacola,GET_DIRECTIONS
How do I get to the 405 north from home,GET_DIRECTIONS
What is the fastest route to New Orleans from here?,GET_DIRECTIONS
how to reach ramesh's house before 6 pm with the shortest distance possible,GET_DIRECTIONS
which way is toll free to the city,GET_DIRECTIONS
Show me the directions home,GET_DIRECTIONS
What's the best way to get to Fenway park and avoid all the traffic?,GET_DIRECTIONS
what's the fastest way to get to the fall out boy concert?,GET_DIRECTIONS
Can I avoid freeways and get to Salem by 4pm?,GET_DIRECTIONS
I need to get to work before 9am using the freeway,GET_DIRECTIONS
I plan on going to the Kanye concert at the Cowboys stadium tomorrow what will be the fastest route,GET_DIRECTIONS
"The interstate is closed, how can I get home tonight?",GET_DIRECTIONS
I need a clear route to Burlingame,GET_DIRECTIONS
NO TRAFFIC PLEASE,GET_DIRECTIONS
What is the best way to get to the Indian Arts Festival?,GET_DIRECTIONS
Which route would be best to avoid traffic,GET_DIRECTIONS
"I need a grocery store, please give me the directions to the closest one that is currently open.  Thank you.",GET_DIRECTIONS
What is the fastest route to the store,GET_DIRECTIONS
what is fastest route to work,GET_DIRECTIONS
Get me directions to the airport in North Jacksonville if I take the freeway from my house.,GET_DIRECTIONS
I need to get to my son's graduation's party in Bisbee before 4pm,GET_DIRECTIONS
What is the shortest way home,GET_DIRECTIONS
Tell me the quickest way to get to my 3pm work meeting from Whole Foods,GET_DIRECTIONS
Which direction get me to Waterville Valley the fastest?,GET_DIRECTIONS
direction to burning man,GET_DIRECTIONS
Directions to new york,GET_DIRECTIONS
How can I get to Lincoln Financial Field without taking I-95?,GET_DIRECTIONS
Is there any bus to Universals at 7:00 am,GET_DIRECTIONS
What is the fastest route to Monument,GET_DIRECTIONS
"I need directions from my house to 1814 Franklin Pike, Lewisburg, Tn",GET_DIRECTIONS
Get me to Dallas without the toll roads.,GET_DIRECTIONS
map my route to work,GET_DIRECTIONS
What is the fastest route to work,GET_DIRECTIONS
give me driving directions to Hard Rock Stadium in Miami,GET_DIRECTIONS
Whats the shortest route to work,GET_DIRECTIONS
"Which route should I take if I want to be at Lumberjack Adventure around 6, leaving from my house at 5:30?",GET_DIRECTIONS
Is there a way to avoid this traffic,GET_DIRECTIONS
How do I avoid local traffic,GET_DIRECTIONS
what's the commute,GET_DIRECTIONS
which train I need to take to make it to PHL airport by 9am  tomorrow morning?,GET_DIRECTIONS
What is the fastest route to get to Roberts house from the library in Dublin,GET_DIRECTIONS
What is my best route home to avoid traffic,GET_DIRECTIONS
Can I avoid the traffic around Arrowhead Stadium on the way the St Patrick's Day parade downtown?,GET_DIRECTIONS
Which route should I take to get to October 6th faster?,GET_DIRECTIONS
"What is the best route to the racetrack from my sister's house, if I left around 2 PM?",GET_DIRECTIONS
how can i avoid traffic,GET_DIRECTIONS
scenic route to atlantis,GET_DIRECTIONS
How can I get from mom's home to the Circus at Disney at 5pm,GET_DIRECTIONS
How can I get to the Natural Museum of History that is downtown by taking Central?,GET_DIRECTIONS
Please indicate which route I should take to reach my destination the fastest,GET_DIRECTIONS
Get me driving directions to the SuperBowl in Dallas.,GET_DIRECTIONS
What is the best route from St Augustine to Jacksonville and how long does it take?,GET_DIRECTIONS
please show my commute,GET_DIRECTIONS
What is the quickest way to get home today,GET_DIRECTIONS
Map a route for me from my location to Destin Florida and show delays,GET_DIRECTIONS
"Directions to the Pearl District while avoid drawbridges, leaving at 8am.",GET_DIRECTIONS
Besides I 10 what other route can I take from Baton Rouge Louisiana to San Antonio Texas,GET_DIRECTIONS
"From NASA in Houston, send me directions to Galveston.",GET_DIRECTIONS
Is the interstate the fastest way to the Omaha arena for the Madonna concert?,GET_DIRECTIONS
what route will help me avoid traffic,GET_DIRECTIONS
could you direct me to the nearest bus stop on 3rd,GET_DIRECTIONS
Is there a route to avoid traffic,GET_DIRECTIONS
best route to go to the giants game tonight,GET_DIRECTIONS
What is the fastest rout to Vancouver,GET_DIRECTIONS
Is there a route on my way home with no traffic,GET_DIRECTIONS
"What is the fastest way to get to Miami from Orlando Airport, without having to pay any tolls",GET_DIRECTIONS
What route is the shortest to get to North Hollywood from Westwood?,GET_DIRECTIONS
The home and builder show is in Novi what's the least congested route to get there if I leave at 5 PM,GET_DIRECTIONS
How do I get on the highway from here,GET_DIRECTIONS
what route home has less traffic,GET_DIRECTIONS
What's the best way to get to the doctor's office on 24th Street afternoon in the daytime on a weekday,GET_DIRECTIONS
What route should I take to the Airport to avoid traffic,GET_DIRECTIONS
"I'm looking for a Walmart, can you get me the directions to the closest one?",GET_DIRECTIONS
"I am leaving now, guide me to the nearest nightclub.",GET_DIRECTIONS
show me direction to san diego,GET_DIRECTIONS
What's the best way to get to the Bulls game?,GET_DIRECTIONS
Get me to work,GET_DIRECTIONS
Can I get from 12th st nw to 44th ave s. if I take Washington St?,GET_DIRECTIONS
"Give me directions to the State Fair by taking toll roads, leaving at 10 in the morning.",GET_DIRECTIONS
What's the fastest route to the book signing at Barnes and Noble?,GET_DIRECTIONS
Get me directions to mom's house.,GET_DIRECTIONS
Give me directions to Main Street,GET_DIRECTIONS
Take me to the empire state building,GET_DIRECTIONS
Show my the way back to school,GET_DIRECTIONS
shortest way to the store,GET_DIRECTIONS
Have you beein at Bertioga? Which is the better road to arrive until 6pm?,GET_DIRECTIONS
What is the quickest route to get to downtown,GET_DIRECTIONS
Which route is fastest if I want to get from my house to David's house tomorrow night?,GET_DIRECTIONS
directions to the convention from Christina's house leaving at 5p,GET_DIRECTIONS
What's the best bike route to get to the United Artists movie theater in Fairless Hills?,GET_DIRECTIONS
what is the best route to go to the airport,GET_DIRECTIONS
get me driving directions to the coachella festival from my house,GET_DIRECTIONS
how do I get from here to LA,GET_DIRECTIONS
Find a route that will allow me to arrive home by 4:32pm,GET_DIRECTIONS
"Is there a scenic backroad drive from Jamesville to Highlands, NC?",GET_DIRECTIONS
leaving at 2pm need directions to the history museum without delays,GET_DIRECTIONS
can you tell me the directions from Universal Florida to Disney World,GET_DIRECTIONS
I want the fastest route to North Shore if I leave 6am on Saturday,GET_DIRECTIONS
"How do I get to Tampa from Kissimmee without having to pay tolls, and with no construction",GET_DIRECTIONS
Directions to home,GET_DIRECTIONS
what is the best route to avoid this accident,GET_DIRECTIONS
Can you give me directions to the Dallas Courthouse on Commerce Street from my house with no toll roads?,GET_DIRECTIONS
i need to get downtown by 6 PM from my home. give me detour free directions,GET_DIRECTIONS
Can you tell me directions to Walmart from my aunt's house in Pflugerville,GET_DIRECTIONS
Take me to the closest forest preserve,GET_DIRECTIONS
What are the details about the path to school,GET_DIRECTIONS
Is there a way around the fire at the concert?,GET_DIRECTIONS
Plan a route that would allow me to get from Philadelphia to Buffalo in less than 8 hours.,GET_DIRECTIONS
Get me directions to Foster Fest in downtown Dothan from Kim's work on South Oates Street.,GET_DIRECTIONS
what route should i take home,GET_DIRECTIONS
Fastest route to wax museum in San Francisco,GET_DIRECTIONS
What's the best route to get to the Shady brook event today?,GET_DIRECTIONS
How can I get to work and avoid the downed power lines,GET_DIRECTIONS
Give me directions to my appointment,GET_DIRECTIONS
please find me the quickest route to the stadium,GET_DIRECTIONS
Tell me how to get to moms house without going on the interstate.,GET_DIRECTIONS
What's the quickest way to get through traffic,GET_DIRECTIONS
Fastest way to destination,GET_DIRECTIONS
Driving directions to the Great Northern Mall if there is a lot of traffic around 5pm.,GET_DIRECTIONS
Get directions to uptown Manhattan leaving at 4pm,GET_DIRECTIONS
Get directions to my office from John's apartment in Plainfield.,GET_DIRECTIONS
Shortest way from my house to school,GET_DIRECTIONS
what is the best route from mom's house to the madison airport with snow tomorrow at 4pm,GET_DIRECTIONS
Can you tell me the directions from the Maryland Zoo to DC please?,GET_DIRECTIONS
Which road home should I take to avoid any traffic delays?,GET_DIRECTIONS
i want driving directions from the public library downtown to my first meeting tomorrow morning,GET_DIRECTIONS
show me the uninterrupted route to kashi,GET_DIRECTIONS
whats the fastest route home avoiding traffic,GET_DIRECTIONS
Which route would be quickest to avoid traffic heading to the mall,GET_DIRECTIONS
route from home to Lexington Kentucky,GET_DIRECTIONS
quickest route from current location to mall,GET_DIRECTIONS
What is the best way to Point Pleasant NJ avoiding toll roads,GET_DIRECTIONS
What's the fasted way to work today at 5,GET_DIRECTIONS
how can i avoid construction,GET_DIRECTIONS
What is the best route to Black rock church in F airfield Connecticut from Bridgeport train station?,GET_DIRECTIONS
What's the fastest way from here to the closest hospital,GET_DIRECTIONS
Is there a way to get to Main St. without running into construction?,GET_DIRECTIONS
Whats the driving directions to the Willis Tower near downtown,GET_DIRECTIONS
fast way between west chester and downtown philly without constrction,GET_DIRECTIONS
Can you give me a route that has little traffic,GET_DIRECTIONS
What's the easiest way to get to the church in 20mins using i75,GET_DIRECTIONS
"please,give me driving directions to the r&b concert in nightingal from my hotel room avaoiding all express lanes",GET_DIRECTIONS
What is the fastest way home tonight,GET_DIRECTIONS
What is the quickest route to take from South Bend to Chicago O'Hare,GET_DIRECTIONS
"What is the fastest route to Washington, DC",GET_DIRECTIONS
What is the quickest route to take home today,GET_DIRECTIONS
what is the best route to take today,GET_DIRECTIONS
what is the best route to get around the womens march,GET_DIRECTIONS
Fastest route to Cedar Rapids,GET_DIRECTIONS
Get me to the fish market using I-90 and avoiding construction,GET_DIRECTIONS
What is the quickest way to my destination,GET_DIRECTIONS
Best way to get to Ohare airport?,GET_DIRECTIONS
Is there a way to get  to the super bowl  without construction?,GET_DIRECTIONS
What is the fastest route,GET_DIRECTIONS
show me the route without toll ways,GET_DIRECTIONS
I need to get to the Market Street by 3pm avoiding tolls.,GET_DIRECTIONS
What's the best route between Edison and the Weezer show?,GET_DIRECTIONS
I need driving directions from Sarah's house to go to Bethany's house but I don't want to take the freeway,GET_DIRECTIONS
Which way should I take home that has the least amount of traffic,GET_DIRECTIONS
Tell me what the fastest way is to get from my house to the concert Hall,GET_DIRECTIONS
What is the quickest route right now to Long and McQuade Music and Rentals in Saint John from my current location on Pheasant Street in New Brunswick?,GET_DIRECTIONS
best alternative route to miss heavy traffic,GET_DIRECTIONS
Show me the shortest route,GET_DIRECTIONS
Whats the best route to Gainesville to avoid traffic,GET_DIRECTIONS
"The Amway Center is about one hour away from home, is there a route which might get me there is less time for the Magics game",GET_DIRECTIONS
What is the way to the Stop and Shop in Highland Park from my house?,GET_DIRECTIONS
Drive to the beach in Freeport,GET_DIRECTIONS
What is the fastest route to Lakeside Mall from Warren Michigan using Shaner Road,GET_DIRECTIONS
I need driving directions to the nearest hair salon in town.,GET_DIRECTIONS
Get directions to church without passing construction.,GET_DIRECTIONS
What is the best route to take home,GET_DIRECTIONS
Are there any routes to work that usually have light traffic at 7am?,GET_DIRECTIONS
How do I get from the Financial district to pier 39 in San Francisco?,GET_DIRECTIONS
Drive me to work,GET_DIRECTIONS
I need to get to the mall before the close. How can I get there?,GET_DIRECTIONS
Get me driving directions to the Blacks and Wax Museum in Baltimore.,GET_DIRECTIONS
Can I get to Universal Studios from Disneyworld by taxi?,GET_DIRECTIONS
show me routes to work that avoid traffic,GET_DIRECTIONS
What is the quickest route home,GET_DIRECTIONS
How to I get to the party at Mikes?,GET_DIRECTIONS
How do I get home without hitting any flooded streets,GET_DIRECTIONS
